crop,area,rainfall,temperature,fertilizer,yield_per_acre
Chickpea,21.61,259.9,35.5,72.1,0.46
Soybean,20.91,212.4,25.8,55.3,1.134
Millets,6.03,377.8,20.0,98.2,0.546
Tomato,19.39,164.1,22.0,110.6,10.951
Tomato,24.87,243.2,35.0,203.4,7.992
Potato,0.58,363.3,23.6,127.6,6.743
Sugarcane,18.96,159.9,12.4,79.0,28.41
Soybean,7.19,56.7,12.8,200.4,1.04
Soybean,10.23,49.8,15.3,142.4,1.049
Millets,18.77,316.6,31.2,191.1,0.695
Cotton,2.34,193.3,28.0,81.8,0.696
Onion,23.36,180.6,37.0,83.1,5.909
Wheat,17.36,200.1,38.2,118.2,0.988
Rice,12.61,275.9,21.7,153.8,1.993
Mustard,24.96,158.6,18.6,106.0,0.635
Soybean,21.61,386.0,41.4,27.7,0.456
Groundnut,7.72,372.9,35.4,26.7,0.725
Tomato,5.55,230.3,32.7,14.3,7.671
Millets,22.99,24.5,31.0,192.3,1.178
Banana,18.3,159.4,22.0,57.3,19.321
Sugarcane,18.76,72.7,20.9,197.3,26.392
Millets,17.87,58.3,16.5,198.2,1.139
Cotton,3.84,206.4,25.9,219.3,0.787
Sugarcane,19.03,314.5,35.3,156.1,27.408
Onion,1.71,387.7,19.3,67.2,5.802
Potato,8.53,156.7,24.1,146.9,9.203
Cotton,13.3,397.8,13.7,82.7,0.37
Banana,24.49,100.7,33.5,167.9,25.501
Potato,11.1,73.1,22.6,177.5,11.264
Cotton,19.52,120.0,24.8,135.9,0.991
Millets,14.29,163.0,40.3,19.3,0.622
Potato,14.12,90.0,14.5,11.6,9.393
Rice,3.65,156.6,26.1,5.4,1.637
Millets,22.83,32.1,24.3,172.2,1.031
Rice,20.34,198.8,26.1,41.0,1.774
Maize,0.75,141.1,21.6,59.6,2.304
Mustard,3.5,83.3,28.7,123.6,0.916
Onion,11.23,56.2,34.1,98.1,8.694
Chickpea,5.24,253.8,33.7,79.6,0.597
Onion,7.12,82.5,23.2,19.6,9.231
Rice,18.47,348.9,40.4,124.1,1.957
Sugarcane,19.75,224.0,34.1,60.5,26.044
Groundnut,14.67,114.9,32.6,81.5,1.261
Mustard,16.94,279.8,24.5,137.4,0.525
Tomato,2.17,317.6,15.9,102.4,7.366
Mustard,1.41,286.4,24.0,58.3,0.521
Onion,7.66,100.4,24.9,66.5,10.159
Soybean,17.46,180.4,35.5,73.5,1.042
Rice,19.2,70.4,26.3,183.3,1.935
Onion,21.04,314.9,39.7,179.3,4.152
Sugarcane,23.64,29.4,22.3,85.6,21.992
Wheat,3.53,338.1,31.3,104.5,1.037
Sugarcane,22.92,105.1,21.7,205.6,30.294
Millets,4.38,395.7,28.1,189.7,0.795
Sugarcane,11.37,346.2,22.7,169.1,29.954
Mustard,12.83,143.8,33.8,189.2,0.655
Banana,12.22,187.3,16.5,8.6,18.922
Onion,14.63,241.7,12.7,99.8,4.793
Onion,11.82,240.7,23.3,23.1,5.09
Banana,14.68,393.1,22.9,188.9,20.369
Wheat,12.87,268.7,21.6,21.6,1.126
Groundnut,22.26,21.7,14.1,175.1,1.104
Rice,9.44,136.5,38.7,204.3,2.06
Cotton,5.41,334.6,37.5,77.9,0.536
Cotton,10.07,25.7,24.3,196.9,0.917
Maize,8.02,48.1,20.9,65.5,2.059
Wheat,22.43,339.2,39.9,163.8,0.776
Sugarcane,17.04,86.9,17.3,110.1,25.221
Mustard,1.23,227.6,38.6,27.7,0.357
Banana,8.56,30.9,32.5,216.2,20.658
Millets,5.79,184.1,28.1,179.2,0.804
Cotton,7.63,318.7,30.9,108.0,0.598
Mustard,11.27,260.2,34.1,3.0,0.305
Onion,8.75,188.6,41.2,71.6,5.198
Maize,8.76,107.1,25.0,19.8,2.092
Rice,17.34,323.1,24.3,99.2,1.957
Groundnut,18.0,336.3,29.2,8.5,0.658
Chickpea,8.89,175.5,26.9,174.0,0.685
Tomato,13.17,326.1,37.8,11.4,4.486
Onion,19.65,61.7,37.9,30.2,6.607
Groundnut,20.18,37.3,37.5,185.1,1.217
Rice,21.58,386.9,26.5,27.6,1.57
Maize,8.79,259.8,33.7,133.5,1.938
Cotton,10.05,130.9,34.6,149.8,0.907
Rice,8.18,345.1,28.2,33.7,1.978
Chickpea,19.13,224.0,27.4,117.7,0.622
Sugarcane,14.82,36.8,40.7,62.0,20.71
Onion,2.57,108.4,38.3,25.8,7.221
Mustard,5.05,154.5,35.7,211.0,0.479
Chickpea,2.46,172.6,36.4,166.5,0.526
Soybean,4.66,226.6,37.0,123.7,1.064
Cotton,3.67,255.1,14.3,35.1,0.386
Tomato,15.55,386.4,16.5,103.5,6.837
Groundnut,10.87,303.0,13.3,166.4,0.751
Mustard,14.78,63.4,20.9,37.8,0.877
Mustard,4.95,98.5,33.0,70.9,0.665
Banana,1.89,372.2,41.9,81.0,20.059
Soybean,19.06,78.4,26.6,43.0,0.99
Tomato,12.6,171.9,26.3,84.5,9.89
Potato,6.92,218.7,18.4,137.6,9.657
Wheat,22.36,378.6,22.9,207.5,1.197
Wheat,9.56,83.8,38.1,116.5,1.786
Cotton,20.33,343.1,31.2,86.8,0.592
Soybean,19.38,214.1,34.3,44.0,0.953
Onion,8.47,396.8,24.7,45.2,5.237
Tomato,24.98,323.9,26.4,146.5,8.142
Millets,3.69,74.7,23.8,82.5,1.061
Millets,15.64,306.9,38.1,90.1,0.617
Cotton,4.18,232.9,13.1,188.6,0.566
Soybean,10.3,21.4,35.7,104.2,0.989
Potato,19.1,152.0,31.4,159.7,9.572
Cotton,1.08,257.5,30.5,27.1,0.575
Onion,9.68,257.0,20.1,39.0,5.32
Soybean,24.68,296.2,13.1,84.6,0.793
Maize,15.1,204.2,28.1,66.9,2.071
Groundnut,17.91,109.9,24.7,203.9,1.419
Maize,8.76,180.6,19.5,161.2,2.235
Cotton,10.8,222.1,38.0,73.8,0.57
Sugarcane,23.53,119.2,33.8,144.1,29.881
Soybean,19.67,182.9,28.8,79.4,1.146
Millets,22.46,242.3,23.1,187.3,0.715
Cotton,4.24,377.5,23.5,87.0,0.526
Maize,14.62,184.2,40.1,72.8,1.598
Groundnut,5.88,379.0,37.4,171.1,0.807
Millets,1.35,84.9,24.1,174.2,1.17
Soybean,2.26,195.0,12.9,166.3,1.072
Rice,12.44,321.1,28.6,194.2,2.011
Sugarcane,1.05,348.4,31.7,202.2,34.582
Maize,24.68,394.1,20.0,12.9,1.284
Sugarcane,7.09,40.6,38.0,46.5,22.33
Groundnut,6.84,343.0,20.5,22.2,0.693
Mustard,8.07,175.0,30.2,140.0,0.436
Sugarcane,23.85,39.8,37.1,157.4,25.596
Maize,13.97,273.4,34.1,113.3,1.642
Potato,5.35,283.2,24.8,207.0,7.198
Millets,19.13,248.9,33.4,56.8,0.662
Rice,3.95,361.6,25.0,23.4,1.843
Onion,6.74,274.2,22.0,47.7,4.841
Soybean,9.08,40.1,18.8,99.2,1.127
Potato,23.01,149.8,38.0,105.3,8.01
Groundnut,13.73,61.3,24.7,148.5,1.403
Sugarcane,17.68,298.8,28.1,162.0,33.758
Cotton,12.97,284.3,12.4,6.4,0.275
Groundnut,7.7,254.7,15.1,169.3,0.85
Potato,14.5,392.1,27.5,115.9,5.372
Chickpea,23.1,349.3,36.3,218.7,0.433
Rice,19.26,62.5,31.0,157.9,1.887
Wheat,22.14,235.1,39.4,97.8,0.793
Sugarcane,22.52,330.0,14.6,96.5,21.971
Wheat,12.22,119.4,14.1,64.5,1.844
Banana,24.27,396.2,25.9,201.0,21.43
Wheat,7.09,302.2,41.7,184.8,0.851
Onion,0.52,163.2,31.6,30.5,7.129
Onion,22.34,286.5,30.3,49.7,4.685
Tomato,21.04,186.4,38.7,74.5,8.159
Tomato,22.25,198.0,25.8,208.0,11.7
Mustard,0.58,204.2,30.1,163.6,0.577
Millets,15.47,278.3,20.2,168.7,0.601
Potato,3.86,313.4,30.5,96.0,5.571
Groundnut,9.25,359.3,16.3,204.1,0.737
Wheat,0.66,79.1,13.6,169.9,2.15
Chickpea,21.34,362.8,37.2,110.6,0.451
Chickpea,9.01,147.3,41.7,177.5,0.581
Chickpea,7.16,173.3,14.4,183.7,0.743
Soybean,15.32,94.8,25.6,101.7,1.37
Groundnut,15.64,237.2,31.4,197.1,1.172
Rice,21.06,28.8,21.2,171.1,1.809
Sugarcane,16.94,341.8,16.8,86.4,24.515
Banana,7.61,315.0,17.6,163.3,22.233
Wheat,24.2,303.9,32.3,172.4,0.968
Banana,18.6,365.6,25.6,4.8,17.641
Sugarcane,15.85,337.2,14.7,94.0,23.036
Wheat,22.73,103.8,27.8,3.8,1.241
Cotton,4.84,74.4,23.1,13.5,0.725
Cotton,23.87,347.9,12.1,75.9,0.309
Rice,20.1,276.6,17.9,19.1,1.332
Cotton,21.16,261.0,19.4,122.6,0.506
Banana,10.93,294.0,19.8,5.2,17.253
Mustard,24.67,394.8,34.5,146.9,0.358
Sugarcane,12.28,296.3,29.0,197.3,31.321
Banana,8.02,368.0,17.3,46.8,18.1
Mustard,20.67,186.2,38.2,73.0,0.352
Soybean,19.19,113.9,15.7,30.5,1.01
Rice,1.49,272.1,35.0,164.4,2.327
Potato,11.27,393.2,14.7,166.6,6.722
Onion,15.92,72.8,37.2,16.8,7.606
Mustard,14.4,77.2,29.8,122.1,0.848
Mustard,3.59,73.1,19.3,190.4,1.052
Mustard,20.26,314.0,30.3,103.3,0.385
Rice,17.53,195.4,20.2,71.4,1.864
Sugarcane,1.59,186.6,41.3,207.6,33.059
Tomato,9.03,266.9,12.8,119.6,7.677
Chickpea,14.25,77.9,30.6,65.2,0.87
Wheat,2.8,171.1,28.5,90.7,1.292
Banana,18.15,274.6,26.3,56.6,21.464
Sugarcane,11.53,145.1,32.6,110.6,32.72
Onion,3.9,362.2,36.9,184.2,5.777
Rice,23.72,372.5,13.2,1.5,1.187
Chickpea,5.69,99.9,25.9,10.4,0.806
Cotton,2.29,342.7,27.7,201.3,0.629
Cotton,14.83,198.5,40.1,38.9,0.548
Potato,21.55,147.3,25.5,151.3,9.717
Maize,3.46,189.6,23.1,78.0,2.276
Groundnut,18.63,287.5,24.3,109.0,0.765
Onion,23.91,127.3,34.4,135.3,7.747
Mustard,19.21,176.1,21.9,95.1,0.508
Wheat,16.5,23.6,19.0,152.8,1.867
Potato,15.01,126.8,16.2,96.3,10.269
Chickpea,14.33,92.3,14.3,73.8,0.851
Groundnut,17.25,118.7,19.0,46.4,0.993
Sugarcane,7.08,157.7,29.3,183.0,35.748
Groundnut,7.91,269.5,25.0,166.6,1.025
Groundnut,7.52,166.3,12.9,94.5,0.922
Maize,10.45,181.7,21.9,22.7,1.651
Banana,5.68,217.9,35.1,161.4,29.171
Mustard,20.09,22.6,16.4,91.9,0.801
Soybean,13.29,358.7,34.5,209.3,0.933
Chickpea,2.96,326.3,40.0,150.2,0.462
Rice,2.84,387.3,14.7,198.2,1.744
Tomato,13.26,311.7,18.3,29.3,6.897
Millets,18.81,20.2,32.7,22.5,0.805
Onion,22.57,139.4,39.3,124.9,7.711
Cotton,21.35,134.1,30.3,119.7,0.886
Cotton,3.57,366.9,21.4,136.8,0.456
Sugarcane,2.48,131.0,14.5,202.7,28.821
Mustard,9.44,202.2,39.4,194.7,0.396
Banana,4.89,175.2,34.5,84.3,26.497
Cotton,8.85,63.1,31.0,190.2,0.926
Mustard,24.91,352.1,19.3,72.4,0.539
Wheat,16.47,304.9,27.9,27.0,0.882
Chickpea,11.97,122.4,13.5,195.7,0.897
Banana,3.01,366.0,37.9,85.9,22.094
Potato,19.96,238.2,36.9,106.0,6.099
Wheat,9.13,306.8,21.6,94.5,1.19
Onion,10.75,295.7,19.4,71.1,5.531
Potato,3.76,287.2,29.9,208.2,6.419
Sugarcane,14.52,121.3,18.0,115.1,28.951
Cotton,11.32,100.6,24.6,8.6,0.695
Soybean,14.14,273.4,33.4,148.3,0.968
Chickpea,22.21,167.6,32.0,26.5,0.459
Wheat,23.31,72.3,26.0,20.8,1.617
Potato,16.15,261.7,20.1,33.5,7.313
Millets,6.61,123.0,24.6,49.5,0.861
Maize,2.18,203.4,28.8,78.9,1.982
Potato,13.26,110.8,28.2,159.1,10.004
Soybean,1.9,133.1,39.8,58.8,1.171
Banana,1.6,306.4,22.1,168.2,23.857
Potato,22.98,329.5,16.5,199.5,6.356
Onion,20.21,218.1,17.3,151.8,6.124
Banana,10.56,299.0,27.5,121.1,23.713
Banana,9.35,325.0,31.0,151.0,26.618
Sugarcane,18.49,313.7,24.9,101.2,31.167
Tomato,14.21,162.8,13.7,47.4,8.776
Sugarcane,19.72,322.4,38.3,97.9,26.019
Banana,15.68,365.5,25.4,179.7,22.369
Mustard,10.96,192.4,25.0,58.0,0.424
Wheat,18.22,278.3,39.9,161.8,0.781
Tomato,1.27,215.0,35.4,87.6,8.454
Cotton,15.7,146.2,22.3,150.2,0.731
Soybean,14.03,36.5,28.4,204.1,1.161
Rice,12.36,314.4,24.9,79.2,1.805
Mustard,21.73,122.8,41.0,35.8,0.398
Mustard,17.65,349.4,17.6,71.5,0.509
Onion,13.16,244.4,17.6,60.9,5.2
Groundnut,3.19,21.6,23.7,127.4,1.294
Potato,8.69,345.5,33.4,139.3,5.484
Rice,11.89,391.7,32.1,179.4,2.101
Tomato,8.36,322.7,25.8,70.9,7.589
Soybean,24.96,183.5,16.9,141.2,1.097
Tomato,24.93,194.1,21.1,215.8,10.048
